agency_name,separation,Trump_Separations
FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,Transfer Out - Individual Transfer,12
FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,Transfer Out - Individual Transfer,0
FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,Transfer Out - Individual Transfer,0
FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION,Transfer Out - Individual Transfer,0
FL00-FARM CREDIT ADMINISTRATION,Transfer Out - Individual Transfer,2
FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,Transfer Out - Individual Transfer,2
FQ01-OFFICE OF THE DIRECTOR,Transfer Out - Individual Transfer,13
FQ02-PRETRIAL SERVICES AGENCY,Transfer Out - Individual Transfer,3
FRFT-BUREAU OF CONSUMER FINANCIAL PROTECTION,Transfer Out - Individual Transfer,9
FT00-FEDERAL TRADE COMMISSION,Transfer Out - Individual Transfer,12
FW00-OFFICE OF SPECIAL COUNSEL,Transfer Out - Individual Transfer,1
GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION,Transfer Out - Individual Transfer,5
GC00-GULF COAST ECOSYSTEM RESTORATION COUNCIL,Transfer Out - Individual Transfer,0
GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,Transfer Out - Individual Transfer,0
GG00-OFFICE OF GOVERNMENT ETHICS,Transfer Out - Individual Transfer,0
GJ00-PRESIDIO TRUST,Transfer Out - Individual Transfer,1
GM00-VALLES CALDERA TRUST,Transfer Out - Individual Transfer,0
GO00-VIETNAM EDUCATION FOUNDATION,Transfer Out - Individual Transfer,0
GQ00-ELECTION ASSISTANCE COMMISSION,Transfer Out - Individual Transfer,0
GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,Transfer Out - Individual Transfer,0
GS02-OFFICE OF ADMINISTRATIVE SERVICES,Transfer Out - Individual Transfer,0
GS03-PUBLIC BUILDINGS SERVICE,Transfer Out - Individual Transfer,43
GS04-OFFICE OF CIVIL RIGHTS,Transfer Out - Individual Transfer,0
GS10-OFFICE OF SMALL BUSINESS UTILIZATION,Transfer Out - Individual Transfer,2
GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,Transfer Out - Individual Transfer,3
GS12-OFFICE OF GENERAL COUNSEL,Transfer Out - Individual Transfer,2
GS13-CIVILIAN BOARD OF CONTRACT APPEALS,Transfer Out - Individual Transfer,0
GS14-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,Transfer Out - Individual Transfer,9
GS15-OFFICE OF INSPECTOR GENERAL,Transfer Out - Individual Transfer,6
GS18-TECHNOLOGY TRANSFORMATION SERVICE,Transfer Out - Individual Transfer,1
GS19-OFFICE OF CITIZEN SERVICES AND INNOVATIVE TECHNOLOGIES,Transfer Out - Individual Transfer,0
GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,Transfer Out - Individual Transfer,0
GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,Transfer Out - Individual Transfer,0
GS26-OFFICE OF GOVERNMENTWIDE POLICY,Transfer Out - Individual Transfer,3
GS28-OFFICE OF GSA IT,Transfer Out - Individual Transfer,5
GS30-FEDERAL ACQUISITION SERVICE,Transfer Out - Individual Transfer,15
GS31-OFFICE OF EMERGENCY RESPONSE AND RECOVERY,Transfer Out - Individual Transfer,2
GS32-OFFICE OF COMMUNICATIONS AND MARKETING,Transfer Out - Individual Transfer,1
GS33-OFFICE OF THE CUSTOMER EXPERIENCE,Transfer Out - Individual Transfer,1
GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,Transfer Out - Individual Transfer,6
GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,Transfer Out - Individual Transfer,0
GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,Transfer Out - Individual Transfer,0
HB**-UNSPECIFIED,Transfer Out - Individual Transfer,0
HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,Transfer Out - Individual Transfer,0
HD00-U.S. HOLOCAUST MEMORIAL MUSEUM,Transfer Out - Individual Transfer,0
HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,Transfer Out - Individual Transfer,62
HE11-PROGRAM SUPPORT CENTER,Transfer Out - Individual Transfer,3
HE12-ADMINISTRATION FOR COMMUNITY LIVING,Transfer Out - Individual Transfer,1
HE13-OFFICE OF INSPECTOR GENERAL,Transfer Out - Individual Transfer,8
HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,Transfer Out - Individual Transfer,0
HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,Transfer Out - Individual Transfer,4
HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,Transfer Out - Individual Transfer,0
HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,Transfer Out - Individual Transfer,10
HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,Transfer Out - Individual Transfer,0
HE36-FOOD AND DRUG ADMINISTRATION,Transfer Out - Individual Transfer,79
HE37-INDIAN HEALTH SERVICE,Transfer Out - Individual Transfer,71
HE38-NATIONAL INSTITUTES OF HEALTH,Transfer Out - Individual Transfer,72
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,Transfer Out - Individual Transfer,21
HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES,Transfer Out - Individual Transfer,32
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,Transfer Out - Individual Transfer,7
HF**-UNSPECIFIED,Transfer Out - Individual Transfer,0
HF00-FEDERAL HOUSING FINANCE AGENCY,Transfer Out - Individual Transfer,0
HFHA-FEDERAL HOUSING FINANCE AGENCY,Transfer Out - Individual Transfer,0
HFHI-OFFICE OF INSPECTOR GENERAL,Transfer Out - Individual Transfer,1
HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION,Transfer Out - Individual Transfer,1
HSAA-DHS HEADQUARTERS,Transfer Out - Individual Transfer,84
HSAB-BUREAU OF CITIZENSHIP AND IMMIGRATION SERVICES,Transfer Out - Individual Transfer,93
HSAC-U.S. COAST GUARD,Transfer Out - Individual Transfer,75
HSAD-U.S. SECRET SERVICE,Transfer Out - Individual Transfer,56
HSAE-OFFICE OF THE INSPECTOR GENERAL,Transfer Out - Individual Transfer,11
HSBB-BUREAU OF IMMIGRATION AND CUSTOMS ENFORCEMENT,Transfer Out - Individual Transfer,125
HSBC-TRANSPORTATION SECURITY ADMINISTRATION,Transfer Out - Individual Transfer,342
HSBD-BUREAU OF CUSTOMS AND BORDER PROTECTION,Transfer Out - Individual Transfer,119
HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTERS,Transfer Out - Individual Transfer,13
HSCA-NATIONAL PROTECTION AND PROGRAMS DIRECTORATE,Transfer Out - Individual Transfer,21
HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY,Transfer Out - Individual Transfer,46
HSDA-DOMESTIC NUCLEAR DETECTION OFFICE,Transfer Out - Individual Transfer,1
HSFA-OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,Transfer Out - Individual Transfer,6
HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,Transfer Out - Individual Transfer,0
HU**-UNSPECIFIED,Transfer Out - Individual Transfer,0
HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND,Transfer Out - Individual Transfer,0
HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY,Transfer Out - Individual Transfer,1
HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC,Transfer Out - Individual Transfer,2
HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN,Transfer Out - Individual Transfer,2
HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST,Transfer Out - Individual Transfer,1
HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST,Transfer Out - Individual Transfer,0
HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS,Transfer Out - Individual Transfer,0
HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS,Transfer Out - Individual Transfer,1
HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII,Transfer Out - Individual Transfer,4
HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA,Transfer Out - Individual Transfer,0
HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,Transfer Out - Individual Transfer,0
HUBB-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,Transfer Out - Individual Transfer,4
HUCC-OFFICE OF GENERAL COUNSEL,Transfer Out - Individual Transfer,3
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,Transfer Out - Individual Transfer,3
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,Transfer Out - Individual Transfer,1
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,Transfer Out - Individual Transfer,8
HUGG-OFFICE OF INSPECTOR GENERAL,Transfer Out - Individual Transfer,8
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,Transfer Out - Individual Transfer,0
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,Transfer Out - Individual Transfer,0
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,Transfer Out - Individual Transfer,0
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,Transfer Out - Individual Transfer,0
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,Transfer Out - Individual Transfer,0
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,Transfer Out - Individual Transfer,9
HUNN-OFFICE OF THE CHIEF PROCUREMENT OFFICER,Transfer Out - Individual Transfer,1
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,Transfer Out - Individual Transfer,7
HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER,Transfer Out - Individual Transfer,1
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,Transfer Out - Individual Transfer,0
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),Transfer Out - Individual Transfer,2
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,Transfer Out - Individual Transfer,0
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,Transfer Out - Individual Transfer,0
HUXX-OFFICE OF STRATEGIC PLANNING AND MANAGEMENT,Transfer Out - Individual Transfer,1
HUYY-OFFICE OF SUSTAINABLE HOUSING AND COMMUNTIES,Transfer Out - Individual Transfer,0
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,Transfer Out - Individual Transfer,0
IB00-BROADCASTING BOARD OF GOVERNORS,Transfer Out - Individual Transfer,4
IF00-INTER-AMERICAN FOUNDATION,Transfer Out - Individual Transfer,0
IG00-COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY,Transfer Out - Individual Transfer,0
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,Transfer Out - Individual Transfer,37
IN05-BUREAU OF LAND MANAGEMENT,Transfer Out - Individual Transfer,131
IN06-INDIAN AFFAIRS,Transfer Out - Individual Transfer,17
IN07-BUREAU OF RECLAMATION,Transfer Out - Individual Transfer,51
IN08-GEOLOGICAL SURVEY,Transfer Out - Individual Transfer,37
IN10-NATIONAL PARK SERVICE,Transfer Out - Individual Transfer,117
IN15-U.S. FISH AND WILDLIFE SERVICE,Transfer Out - Individual Transfer,52
IN21-OFFICE OF THE SOLICITOR,Transfer Out - Individual Transfer,6
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",Transfer Out - Individual Transfer,7
"IN23-BUREAU OF OCEAN ENERGY MANAGEMENT, REGULATION, AND ENFORCEMENT",Transfer Out - Individual Transfer,0
IN24-OFFICE OF THE INSPECTOR GENERAL,Transfer Out - Individual Transfer,4
IN26-BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,Transfer Out - Individual Transfer,7
IN27-BUREAU OF OCEAN ENERGY MANAGEMENT,Transfer Out - Individual Transfer,4
JL03-U.S. TAX COURT,Transfer Out - Individual Transfer,2
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Transfer Out - Individual Transfer,18
LF00-FEDERAL ELECTION COMMISSION,Transfer Out - Individual Transfer,4
LP00-GOVERNMENT PRINTING OFFICE,Transfer Out - Individual Transfer,9
LT00-U.S. TAX COURT,Transfer Out - Individual Transfer,0
MA00-MARINE MAMMAL COMMISSION,Transfer Out - Individual Transfer,0
MC00-FEDERAL MARITIME COMMISSION,Transfer Out - Individual Transfer,3
MI00-MILLENNIUM CHALLENGE CORPORATION,Transfer Out - Individual Transfer,1
NF00-NATIONAL SCIENCE FOUNDATION,Transfer Out - Individual Transfer,17
NK00-NATIONAL COUNCIL ON DISABILITY,Transfer Out - Individual Transfer,0
NL00-NATIONAL LABOR RELATIONS BOARD,Transfer Out - Individual Transfer,12
NM00-NATIONAL MEDIATION BOARD,Transfer Out - Individual Transfer,0
"NN10-HEADQUARTERS, NASA",Transfer Out - Individual Transfer,12
NN21-AMES RESEARCH CENTER,Transfer Out - Individual Transfer,3
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,Transfer Out - Individual Transfer,3
NN23-LANGLEY RESEARCH CENTER,Transfer Out - Individual Transfer,0
NN24-DRYDEN FLIGHT RESEARCH CENTER,Transfer Out - Individual Transfer,2
NN51-GODDARD SPACE FLIGHT CENTER,Transfer Out - Individual Transfer,7
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,Transfer Out - Individual Transfer,3
NN64-JOHN C. STENNIS SPACE CENTER,Transfer Out - Individual Transfer,0
NN72-LYNDON B. JOHNSON SPACE CENTER,Transfer Out - Individual Transfer,3
NN76-JOHN F. KENNEDY SPACE CENTER,Transfer Out - Individual Transfer,2
NP00-NATIONAL CAPITAL PLANNING COMMISSION,Transfer Out - Individual Transfer,0
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,Transfer Out - Individual Transfer,56
NS00-NATIONAL SECURITY COUNCIL,Transfer Out - Individual Transfer,0
NU00-NUCLEAR REGULATORY COMMISSION,Transfer Out - Individual Transfer,25
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,Transfer Out - Individual Transfer,39
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",Transfer Out - Individual Transfer,77
NV14-OFFICE OF NAVAL RESEARCH,Transfer Out - Individual Transfer,34
NV15-NAVAL INTELLIGENCE COMMAND,Transfer Out - Individual Transfer,9
NV18-NAVAL MEDICAL COMMAND,Transfer Out - Individual Transfer,138
NV19-NAVAL AIR SYSTEMS COMMAND,Transfer Out - Individual Transfer,116
NV22-BUREAU OF NAVAL PERSONNEL,Transfer Out - Individual Transfer,53
NV23-NAVAL SUPPLY SYSTEMS COMMAND,Transfer Out - Individual Transfer,55
NV24-NAVAL SEA SYSTEMS COMMAND,Transfer Out - Individual Transfer,121
NV25-NAVAL FACILITIES ENGINEERING COMMAND,Transfer Out - Individual Transfer,148
NV27-U.S. MARINE CORPS,Transfer Out - Individual Transfer,210
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,Transfer Out - Individual Transfer,8
NV33-MILITARY SEALIFT COMMAND,Transfer Out - Individual Transfer,26
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,Transfer Out - Individual Transfer,34
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,Transfer Out - Individual Transfer,7
"NV52-COMMANDER, NAVY INSTALLATIONS",Transfer Out - Individual Transfer,161
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",Transfer Out - Individual Transfer,95
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",Transfer Out - Individual Transfer,48
NV72-NAVAL RESERVE FORCE,Transfer Out - Individual Transfer,6
NV74-NAVAL SPECIAL WARFARE COMMAND,Transfer Out - Individual Transfer,7
NV76-NAVAL EDUCATION AND TRAINING COMMAND,Transfer Out - Individual Transfer,31
OM00-OFFICE OF PERSONNEL MANAGEMENT,Transfer Out - Individual Transfer,71
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,Transfer Out - Individual Transfer,0
PU00-PEACE CORPS,Transfer Out - Individual Transfer,0
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,Transfer Out - Individual Transfer,1
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,Transfer Out - Individual Transfer,0
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,Transfer Out - Individual Transfer,6
RH00-ARMED FORCES RETIREMENT HOME,Transfer Out - Individual Transfer,11
RO**-UNSPECIFIED,Transfer Out - Individual Transfer,0
RO00-MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,Transfer Out - Individual Transfer,0
RR00-RAILROAD RETIREMENT BOARD,Transfer Out - Individual Transfer,9
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,Transfer Out - Individual Transfer,2
RZ00-RECOVERY ACT ACCOUNTABILITY & TRANSPARENCY BOARD,Transfer Out - Individual Transfer,0
SB00-SMALL BUSINESS ADMINISTRATION,Transfer Out - Individual Transfer,27
SE00-SECURITIES AND EXCHANGE COMMISSION,Transfer Out - Individual Transfer,12
SK00-CONSUMER PRODUCT SAFETY COMMISSION,Transfer Out - Individual Transfer,16
SM01-NATIONAL GALLERY OF ART,Transfer Out - Individual Transfer,12
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,Transfer Out - Individual Transfer,2
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),Transfer Out - Individual Transfer,23
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,Transfer Out - Individual Transfer,1
SS00-SELECTIVE SERVICE SYSTEM,Transfer Out - Individual Transfer,5
ST00-DEPARTMENT OF STATE,Transfer Out - Individual Transfer,109
SZ00-SOCIAL SECURITY ADMINISTRATION,Transfer Out - Individual Transfer,222
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,Transfer Out - Individual Transfer,6
TC00-U.S. INTERNATIONAL TRADE COMMISSION,Transfer Out - Individual Transfer,10
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,Transfer Out - Individual Transfer,25
TD03-FEDERAL AVIATION ADMINISTRATION,Transfer Out - Individual Transfer,78
TD04-FEDERAL HIGHWAY ADMINISTRATION,Transfer Out - Individual Transfer,20
TD05-FEDERAL RAILROAD ADMINISTRATION,Transfer Out - Individual Transfer,2
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,Transfer Out - Individual Transfer,1
TD09-FEDERAL TRANSIT ADMINISTRATION,Transfer Out - Individual Transfer,8
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Transfer Out - Individual Transfer,4
"TD11-OFFICE OF THE SECRETARY, RESEARCH AND TECHNOLOGY",Transfer Out - Individual Transfer,0
TD12-OFFICE OF INSPECTOR GENERAL,Transfer Out - Individual Transfer,4
TD13-MARITIME ADMINISTRATION,Transfer Out - Individual Transfer,5
TD15-SURFACE TRANSPORTATION BOARD,Transfer Out - Individual Transfer,2
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,Transfer Out - Individual Transfer,6
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,Transfer Out - Individual Transfer,9
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,Transfer Out - Individual Transfer,1
TR35-OFFICE OF THRIFT SUPERVISION,Transfer Out - Individual Transfer,0
TR36-SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSETS RELIEF PROGRAM (TARP),Transfer Out - Individual Transfer,14
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,Transfer Out - Individual Transfer,4
TR91-DEPARTMENTAL OFFICES,Transfer Out - Individual Transfer,31
TR93-INTERNAL REVENUE SERVICE,Transfer Out - Individual Transfer,244
TR95-OFFICE OF INSPECTOR GENERAL,Transfer Out - Individual Transfer,3
TRAA-FINANCIAL MANAGEMENT SERVICE,Transfer Out - Individual Transfer,0
TRAB-BUREAU OF THE PUBLIC DEBT,Transfer Out - Individual Transfer,0
TRAD-U.S. MINT,Transfer Out - Individual Transfer,10
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,Transfer Out - Individual Transfer,5
TRAI-BUREAU OF ENGRAVING AND PRINTING,Transfer Out - Individual Transfer,12
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,Transfer Out - Individual Transfer,9
TRFD-BUREAU OF THE FISCAL SERVICE,Transfer Out - Individual Transfer,16
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,Transfer Out - Individual Transfer,9
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,Transfer Out - Individual Transfer,0
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,Transfer Out - Individual Transfer,0
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,Transfer Out - Individual Transfer,0
VA**-UNSPECIFIED,Transfer Out - Individual Transfer,0
VAAA-OFFICE OF THE SECRETARY,Transfer Out - Individual Transfer,3
VAAD-BOARD OF VETERANS APPEALS,Transfer Out - Individual Transfer,7
VAAE-GENERAL COUNSEL,Transfer Out - Individual Transfer,5
VAAF-INSPECTOR GENERAL,Transfer Out - Individual Transfer,8
VAAG-MY VA INITIATIVE,Transfer Out - Individual Transfer,0
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,Transfer Out - Individual Transfer,2
VABC-ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT,Transfer Out - Individual Transfer,4
VABD-ASSISTANT SECRETARY FOR DIVERSITY & INCLUSION,Transfer Out - Individual Transfer,0
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,Transfer Out - Individual Transfer,0
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,Transfer Out - Individual Transfer,4
VABG-DEPUTY ASSISTANT SECRETARY FOR CORPORATE SENIOR EXECUTIVE MANAGEMENT,Transfer Out - Individual Transfer,0
VABH-DEPUTY ASSISTANT SECRETARY FOR LABOR MANAGEMENT RELATIONS,Transfer Out - Individual Transfer,0
VABI-DEAN FOR VA LEARNING UNIVERSITY,Transfer Out - Individual Transfer,2
VABJ-VETERAN EMPLOYMENT SERVICES OFFICE,Transfer Out - Individual Transfer,0
VABK-OFFICE OF ENTERPRISE OPERATIONS,Transfer Out - Individual Transfer,1
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,Transfer Out - Individual Transfer,2
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,Transfer Out - Individual Transfer,0
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,Transfer Out - Individual Transfer,9
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,Transfer Out - Individual Transfer,15
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,Transfer Out - Individual Transfer,2
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,Transfer Out - Individual Transfer,39
"VAGA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR OPERATIONS, SECURITY, AND PREPAREDNESS",Transfer Out - Individual Transfer,0
VAGB-DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT,Transfer Out - Individual Transfer,0
VAGC-DEPUTY ASSISTANT SECRETARY FOR EMERGENCY MANAGEMENT,Transfer Out - Individual Transfer,0
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,Transfer Out - Individual Transfer,1
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,Transfer Out - Individual Transfer,0
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,Transfer Out - Individual Transfer,0
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,Transfer Out - Individual Transfer,0
VAHG-VET CUSTOMER EXPER (VCE),Transfer Out - Individual Transfer,0
VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,Transfer Out - Individual Transfer,0
VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,Transfer Out - Individual Transfer,0
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,Transfer Out - Individual Transfer,0
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,Transfer Out - Individual Transfer,0
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,Transfer Out - Individual Transfer,0
VALA-VETERANS BENEFITS ADMINISTRATION,Transfer Out - Individual Transfer,100
